Molecular weight,Acceptors,Donors,LogP,Molecular Refractivity,Wiener index,Ids,PD_amide,PD_positive,PD_neutral,PD_heteroatom,PD_OH,PA_amide,PA_negative,PA_neutral,PA_aromatic,Free energy,P_logp,P_MR
685.4625785960002,8.0,8.0,1.4672000000000065,182.2518999999996,10287.0,4er2,19.0,0.0,0.0,0.0,7.0,17.0,14.0,9.0,2.0,-12.678516506363763,-0.5019355555555554,30.848277777777774
155.98237451,3.0,3.0,-0.8197000000000001,25.631899999999995,98.0,2ypi,12.0,3.0,2.0,0.0,2.0,12.0,5.0,3.0,2.0,-6.575616531262342,-0.797630769230769,25.89598846153846
478.150502454,6.0,4.0,2.6614000000000004,119.30950000000003,3812.0,6cpa,17.0,13.0,3.0,0.0,7.0,15.0,11.0,8.0,6.0,-15.70718602573818,-0.7595914285714283,30.860017142857135
472.232184744,5.0,3.0,0.3051000000000041,122.46120000000005,3808.0,4sga,19.0,2.0,1.0,0.0,6.0,22.0,3.0,3.0,3.0,-9.952255756258811,-0.8743756756756755,28.24890810810811
522.37702354018,5.0,5.0,0.02330000000000898,143.03469999999987,4754.0,5er1,21.0,0.0,0.0,1.0,8.0,19.0,10.0,6.0,1.0,-8.202948871070841,-0.6615184210526313,28.821465789473677
185.992939194,4.0,4.0,-1.4588,31.63869999999999,160.0,4tim,13.0,3.0,2.0,0.0,3.0,13.0,5.0,3.0,2.0,-2.9459304494883223,-0.6373033333333332,27.09434
520.3036183679999,8.0,4.0,2.4561,132.9472,4316.0,1igj,11.0,1.0,3.0,1.0,8.0,13.0,1.0,5.0,5.0,-13.63130375052475,-0.4574999999999999,33.20245625
913.555141588,13.0,3.0,6.180600000000006,245.13739999999896,19273.0,1fkb,10.0,6.0,2.0,1.0,2.0,10.0,5.0,5.0,5.0,-13.220960619633262,-0.14641379310344807,36.5835275862069
78.046950192,0.0,0.0,1.6866,26.441999999999993,27.0,1l83,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-4.631835238426925,-0.15700416666666642,33.713579166666655
427.02941494000015,12.0,6.0,-1.7460000000000007,84.5654,1925.0,1atr,23.0,8.0,0.0,0.0,8.0,20.0,10.0,6.0,1.0,-9.485488998923165,-0.7297829268292679,29.106419512195117
347.0630844180001,10.0,5.0,-1.8629999999999998,73.6551,1099.0,6rnt,9.0,7.0,4.0,0.0,2.0,10.0,4.0,4.0,5.0,-3.225891031719311,-0.8213199999999997,30.82498
502.1642476560899,6.0,6.0,0.33580000000000304,128.15890000000002,3916.0,3gst,17.0,8.0,4.0,2.0,4.0,14.0,8.0,9.0,4.0,-9.161935124753267,-0.4142199999999997,35.436964999999994
240.093248752,3.0,3.0,2.2384399999999998,64.86720000000003,627.0,1cps,15.0,13.0,3.0,0.0,5.0,10.0,9.0,6.0,5.0,-9.075145868031676,-0.6271593749999997,32.6381875
502.1642476560899,6.0,6.0,0.33580000000000304,128.15890000000002,3916.0,2gst,18.0,8.0,5.0,2.0,4.0,13.0,8.0,9.0,4.0,-8.274993456577532,-0.4462384615384612,35.32808717948718
605.2502164900001,8.0,4.0,3.2807000000000013,155.07539999999972,7173.0,1ppm,17.0,1.0,3.0,1.0,6.0,18.0,12.0,8.0,3.0,-7.900540101801375,-0.6547466666666664,30.273335555555555
770.3444512220001,7.0,5.0,6.528800000000007,210.75609999999944,13196.0,1hos,25.0,6.0,0.0,0.0,2.0,21.0,12.0,6.0,0.0,-11.658638680501028,-0.45399347826086933,28.494091304347815
611.3335521900002,7.0,4.0,3.788800000000002,161.23839999999967,6468.0,1ppl,15.0,1.0,3.0,0.0,6.0,18.0,15.0,11.0,3.0,-11.658638680501028,-0.633954545454545,30.54662045454545
148.975833964,2.0,1.0,-0.20529999999999993,19.162200000000002,58.0,1bcd,5.0,7.0,4.0,1.0,3.0,5.0,3.0,3.0,8.0,-11.857830244580787,-0.3904136363636362,34.90187272727273
809.447597228,9.0,6.0,4.568900000000005,223.59929999999935,16391.0,1ivp,28.0,6.0,0.0,0.0,2.0,28.0,12.0,6.0,0.0,-10.254664525528279,-0.5459021276595742,29.233480851063824
170.993273542,4.0,4.0,-1.3989,27.9253,134.0,1trd,13.0,3.0,2.0,0.0,2.0,11.0,5.0,3.0,2.0,-7.358095988531875,-0.636830769230769,27.473357692307694
155.069476528,3.0,2.0,-2.6873999999999985,33.974799999999995,165.0,1hsl,12.0,4.0,1.0,0.0,8.0,11.0,8.0,6.0,2.0,-9.806114590123348,-0.7350166666666664,30.082906666666666
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000007,3832.0,2drc,15.0,8.0,1.0,1.0,5.0,17.0,2.0,2.0,2.0,-13.475984105959995,-0.2905909090909089,34.08314242424242
148.12008059218,1.0,3.0,-1.906299999999998,35.917999999999985,143.0,1lst,15.0,5.0,2.0,0.0,8.0,11.0,6.0,4.0,3.0,-10.70585143634004,-0.7915999999999997,31.051860606060604
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000007,3832.0,1dhj,14.0,7.0,0.0,0.0,6.0,17.0,0.0,1.0,1.0,-8.930267411226698,-0.3050257142857141,34.47466285714285
304.240230264,1.0,1.0,6.2167000000000066,96.03980000000006,1752.0,1adl,14.0,9.0,1.0,0.0,7.0,12.0,5.0,5.0,3.0,-7.301672362087714,-0.5993243243243238,33.44247837837837
486.1948557679998,14.0,8.0,-4.862099999999987,103.24140000000003,2988.0,1mfd,8.0,6.0,5.0,4.0,0.0,7.0,2.0,2.0,6.0,-7.237955008885834,-0.22289999999999996,36.86125789473685
386.17427594400004,5.0,4.0,3.3071800000000016,112.06890000000003,2306.0,2cgr,9.0,7.0,5.0,2.0,8.0,11.0,7.0,8.0,8.0,-9.91776056264942,-0.5874379310344826,36.03021379310346
454.1713158039999,10.0,5.0,0.2683999999999997,118.26160000000007,3832.0,1dhi,14.0,8.0,1.0,1.0,6.0,17.0,0.0,1.0,2.0,-9.895832129814654,-0.23639411764705867,34.39916176470587
256.084792244,4.0,2.0,3.814220000000003,70.42110000000001,762.0,1srg,13.0,3.0,3.0,3.0,6.0,13.0,4.0,5.0,3.0,-7.2259950061538625,-0.5065624999999998,33.841784375
327.256214676,1.0,1.0,5.654100000000006,104.80970000000006,1673.0,1erb,21.0,6.0,3.0,0.0,3.0,17.0,4.0,5.0,6.0,-11.037143982797813,-0.23033414634146318,34.550431707317074
486.1948557679998,14.0,8.0,-4.862099999999987,103.24140000000003,2988.0,1mfa,9.0,6.0,5.0,4.0,0.0,8.0,2.0,2.0,6.0,-6.871483797509351,-0.2728,36.38279500000001
150.12772593209,0.0,1.0,1.2512,47.13510000000002,182.0,1tni,17.0,1.0,1.0,0.0,5.0,15.0,3.0,3.0,3.0,-5.452521500209899,-0.7536159999999996,29.228548
166.06299417999998,2.0,2.0,0.6746000000000002,43.788600000000024,212.0,2ctc,13.0,10.0,3.0,0.0,4.0,11.0,9.0,6.0,5.0,-5.297201855645145,-0.6362096774193545,32.173364516129034
266.101504928,8.0,4.0,-1.3749999999999996,64.94980000000002,657.0,1add,12.0,8.0,4.0,0.0,3.0,11.0,10.0,5.0,7.0,-9.19394291974527,-0.4210542857142855,34.45564857142857
507.25775202809,3.0,4.0,2.9353000000000016,130.8292,4320.0,1elc,26.0,3.0,3.0,1.0,8.0,22.0,7.0,4.0,3.0,-9.075145868031676,-0.6907568181818179,29.791238636363634
208.073558864,2.0,2.0,1.4046,53.52460000000002,390.0,1wht,12.0,2.0,2.0,0.0,3.0,11.0,11.0,8.0,4.0,-5.042178369318413,-0.5272032258064514,31.142809677419358
291.095416504,7.0,6.0,-3.0665999999999976,63.30270000000003,773.0,2sim,7.0,15.0,2.0,1.0,4.0,5.0,10.0,7.0,4.0,-4.662200868704355,-0.6338818181818179,33.82239696969696
126.07135392808999,0.0,1.0,0.5676000000000001,32.99209999999999,90.0,1tnh,17.0,2.0,2.0,0.0,4.0,16.0,3.0,3.0,4.0,-4.589021406771786,-0.6979319999999997,29.085812
457.24210196409,3.0,3.0,2.1988000000000003,113.48750000000003,3197.0,1ela,19.0,5.0,2.0,0.0,5.0,22.0,6.0,2.0,3.0,-8.664802737140189,-0.7422294117647057,29.358026470588232
208.073558864,2.0,2.0,1.4046,53.52460000000002,390.0,1cbx,15.0,10.0,3.0,0.0,3.0,14.0,9.0,6.0,5.0,-8.65149880647577,-0.6135181818181815,32.51765151515151
521.2096754720001,5.0,4.0,2.14217,142.66029999999992,5217.0,1ppc,22.0,4.0,4.0,1.0,8.0,21.0,3.0,4.0,7.0,-8.398451949698222,-0.7524837837837834,29.83163513513513
638.346820572,6.0,4.0,6.004200000000004,181.73239999999947,8805.0,1hps,25.0,7.0,0.0,0.0,2.0,25.0,12.0,6.0,0.0,-12.570582144741742,-0.49782199999999976,29.28238799999999
221.988132052,6.0,2.0,-0.8561000000000003,45.5859,257.0,1azm,3.0,9.0,5.0,1.0,2.0,6.0,3.0,3.0,10.0,-8.310883232692863,-0.22763199999999992,34.759479999999996
114.12772593208999,0.0,1.0,0.8086000000000002,34.33009999999998,64.0,1tng,18.0,3.0,2.0,0.0,4.0,16.0,3.0,3.0,5.0,-3.9964449058621034,-0.6979319999999997,29.085812
428.1882117560001,4.0,3.0,2.18119,116.88160000000005,2704.0,1pph,19.0,4.0,3.0,1.0,7.0,21.0,4.0,5.0,7.0,-8.070847888692828,-0.7232969696969694,29.601542424242425
437.27773796799994,6.0,0.0,3.9638000000000018,116.22800000000008,2730.0,1fki,8.0,5.0,1.0,1.0,2.0,7.0,4.0,4.0,4.0,-9.541912625367326,-0.12445217391304327,36.955930434782616
323.05185103800005,8.0,6.0,-2.6156299999999995,64.82710000000002,1038.0,1rpf,9.0,9.0,4.0,0.0,2.0,9.0,3.0,2.0,5.0,-5.435022689282905,-0.5983652173913039,34.306700000000006
449.2566086,4.0,0.0,5.290100000000005,128.46900000000002,3282.0,1fkg,10.0,4.0,1.0,1.0,2.0,8.0,2.0,3.0,4.0,-10.9050430004198,-0.1729192307692306,36.30424615384615
424.0491706600898,7.0,4.0,1.4467399999999997,94.34980000000003,1952.0,1tkb,19.0,9.0,7.0,0.0,3.0,14.0,12.0,8.0,10.0,-10.9050430004198,-0.5744902439024389,31.03868048780488
794.447931576,8.0,6.0,3.6856000000000044,221.8903999999994,15471.0,1hvl,27.0,8.0,0.0,0.0,2.0,23.0,12.0,6.0,0.0,-13.564213168823004,-0.4730890909090906,29.185563636363632
653.360005348,7.0,6.0,1.8319000000000012,165.61839999999972,7856.0,1epo,19.0,0.0,0.0,0.0,7.0,18.0,15.0,9.0,2.0,-10.848619373975641,-0.49766170212765926,30.670512765957447
794.447931576,8.0,6.0,3.6856000000000044,221.8903999999994,15471.0,1hvk,27.0,9.0,0.0,0.0,2.0,23.0,12.0,6.0,0.0,-14.938010499133064,-0.4636714285714284,29.208128571428567
794.447931576,8.0,6.0,3.6856000000000044,221.8903999999994,15471.0,1hvi,26.0,9.0,0.0,0.0,2.0,22.0,12.0,6.0,0.0,-14.886499763955204,-0.47857222222222195,29.195287037037026
534.320605824,5.0,4.0,4.968900000000004,151.87289999999982,5085.0,1sbg,24.0,7.0,0.0,0.0,2.0,25.0,12.0,6.0,0.0,-10.557073294797744,-0.5509808510638294,28.784208510638287
522.3228915679999,6.0,6.0,0.9072000000000026,130.56040000000004,4130.0,1apv,16.0,0.0,2.0,0.0,7.0,17.0,13.0,9.0,2.0,-12.268173375472275,-0.6397069767441858,30.16005348837209
519.307337442,6.0,4.0,2.636000000000002,135.7034,3976.0,1ppk,16.0,0.0,2.0,0.0,6.0,17.0,13.0,9.0,2.0,-10.438276243084152,-0.6397069767441858,30.16005348837209
685.4625785960002,8.0,8.0,1.4672000000000065,182.2518999999996,10287.0,1lyb,18.0,3.0,2.0,0.0,8.0,17.0,9.0,7.0,5.0,-15.567243869124155,-0.3785562499999999,31.54217291666666
228.063388104,4.0,3.0,-0.3797,50.746400000000015,387.0,2cht,12.0,8.0,0.0,0.0,3.0,10.0,2.0,2.0,1.0,-7.528403775423329,-0.4866999999999997,32.87781923076923
578.35482529609,7.0,6.0,-0.5552999999999908,152.82569999999978,6554.0,1aaq,25.0,7.0,0.0,0.0,1.0,23.0,12.0,6.0,0.0,-11.447487113689299,-0.45585199999999987,30.119287999999994
778.453016956,7.0,5.0,4.714800000000004,220.50059999999937,15056.0,1hvj,26.0,9.0,0.0,0.0,2.0,23.0,11.0,5.0,0.0,-15.536878238846723,-0.47857222222222195,29.195287037037026
473.27340209209,3.0,4.0,2.7387000000000006,120.13820000000004,3502.0,1elb,21.0,6.0,2.0,0.0,6.0,16.0,5.0,2.0,3.0,-9.753064192179055,-0.7350749999999998,29.17710277777778
464.1348523899999,6.0,4.0,2.2729,114.71450000000003,3615.0,8cpa,17.0,13.0,3.0,0.0,6.0,18.0,11.0,8.0,6.0,-12.470927638368765,-0.6955447368421049,31.565236842105257
455.303558792,4.0,0.0,5.497700000000006,129.64900000000006,3282.0,1fkh,12.0,4.0,1.0,1.0,2.0,8.0,3.0,4.0,4.0,-11.11619456723153,-0.2641599999999998,36.04368
578.35482529609,7.0,6.0,-0.5552999999999908,152.82569999999978,6554.0,1siv,26.0,6.0,0.0,0.0,1.0,23.0,12.0,6.0,0.0,-11.008260205609508,-0.486962745098039,29.99419607843137
150.05282342,5.0,4.0,-2.5823,29.979199999999988,109.0,1drj,10.0,7.0,5.0,0.0,2.0,5.0,9.0,7.0,1.0,-10.084356738636826,-0.7370833333333329,32.119193333333335
150.05282342,5.0,4.0,-2.5823,29.979199999999988,109.0,2dri,10.0,7.0,5.0,0.0,2.0,5.0,9.0,7.0,1.0,-9.38659298080257,-0.7594906249999996,31.4861875
150.05282342,5.0,4.0,-2.5823,29.979199999999988,109.0,1drk,10.0,7.0,5.0,0.0,2.0,5.0,9.0,7.0,1.0,-9.301877281367291,-0.8115312499999996,31.243243749999998
332.0684734839999,4.0,2.0,3.968600000000002,93.16610000000003,1304.0,1flr,11.0,8.0,4.0,2.0,8.0,11.0,3.0,7.0,6.0,-13.63130375052475,-0.7329416666666663,36.58094583333334
284.271530392,1.0,1.0,6.332500000000007,87.18180000000007,1313.0,1hmr,15.0,9.0,1.0,0.0,9.0,15.0,4.0,5.0,3.0,-8.932377930396079,-0.6122916666666662,33.58118888888888
282.255880328,1.0,1.0,6.1085000000000065,87.08780000000007,1313.0,1hms,15.0,10.0,1.0,0.0,9.0,15.0,4.0,5.0,3.0,-8.678412531929212,-0.6122916666666662,33.58118888888888
284.271530392,1.0,1.0,6.332500000000008,87.18180000000007,1313.0,1hmt,15.0,10.0,2.0,0.0,9.0,15.0,3.0,4.0,3.0,-7.8859220751478745,-0.6122916666666662,33.58118888888888
479.19588213209005,6.0,4.0,-0.9335999999999955,121.61820000000002,4796.0,1cny,7.0,9.0,6.0,1.0,2.0,9.0,4.0,3.0,9.0,-10.70585143634004,-0.30551481481481463,34.15469259259259
175.11895214009,2.0,5.0,-2.055229999999999,43.46270000000001,312.0,1laf,15.0,5.0,2.0,0.0,10.0,14.0,6.0,4.0,3.0,-10.70585143634004,-0.7915999999999997,31.051860606060604
134.109550448,0.0,0.0,3.0292000000000012,45.05400000000002,133.0,186l,18.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,-6.616460311182617,-0.30604333333333317,32.12910333333333
389.14893194009005,6.0,4.0,-2.5448999999999966,92.55120000000004,2418.0,1cnw,12.0,8.0,5.0,1.0,2.0,9.0,5.0,4.0,8.0,-10.525065499805743,-0.39060937499999976,34.263271875
134.109550448,0.0,0.0,2.8851000000000013,44.98400000000002,126.0,184l,16.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,-6.435674374648317,-0.12234999999999989,33.37311428571429
221.988132052,6.0,2.0,-0.8561000000000003,45.5859,257.0,1yda,5.0,7.0,4.0,1.0,2.0,6.0,6.0,4.0,7.0,-8.932377930396079,-0.4529166666666664,33.49920416666666
117.057849224,0.0,1.0,2.1679000000000004,38.29870000000001,79.0,185l,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,-4.822212743910383,-0.19154814814814797,33.3660111111111
276.024633246,7.0,7.0,-3.3760999999999983,49.659100000000024,566.0,1pgp,12.0,12.0,4.0,0.0,3.0,8.0,4.0,4.0,5.0,-7.768439119423362,-0.6547517241379306,32.04938620689656
134.10443052818,1.0,3.0,-2.2963999999999984,31.301,102.0,1lah,10.0,5.0,2.0,0.0,8.0,10.0,5.0,4.0,3.0,-10.254664525528279,-0.775620689655172,31.20919310344828
106.07825032,0.0,0.0,2.30344,35.916,62.0,187l,12.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,-4.600139104405531,-0.16073461538461514,33.93432307692307
332.12746822409,5.0,3.0,-1.6610999999999967,79.54150000000003,1416.0,1cnx,10.0,9.0,6.0,1.0,2.0,9.0,5.0,4.0,9.0,-10.041542906981686,-0.3875531249999997,33.87715312499999
106.07825032,0.0,0.0,2.30344,35.916,60.0,188l,12.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,-4.53636449505002,-0.24804137931034465,33.60145517241379
221.988132052,6.0,2.0,-0.8561000000000003,45.5859,257.0,1ydb,4.0,7.0,5.0,1.0,3.0,6.0,3.0,3.0,8.0,-11.22752148828127,-0.3356791666666665,34.516645833333335
155.069476528,3.0,2.0,-2.6873999999999985,33.974799999999995,165.0,1lag,10.0,5.0,2.0,0.0,8.0,12.0,6.0,4.0,3.0,-8.589125381206337,-0.7925586206896548,30.701813793103447
221.988132052,6.0,2.0,-0.8561000000000003,45.5859,257.0,1ydd,4.0,10.0,5.0,1.0,2.0,5.0,4.0,3.0,7.0,-9.631199776090199,-0.5886399999999997,33.99374
151.048072388,5.0,5.0,-2.794099999999999,29.02859999999999,125.0,2gyi,4.0,6.0,2.0,2.0,1.0,5.0,14.0,8.0,4.0,-9.541912625367326,-0.5566482758620688,33.65341034482759
627.36210174818,6.0,6.0,-0.5069999999999919,167.30799999999968,8646.0,1cgl,18.0,12.0,5.0,0.0,3.0,19.0,8.0,5.0,10.0,-9.364250706636724,-0.4962666666666664,33.294127272727266
427.133060788,3.0,3.0,2.851700000000001,90.50210000000004,2580.0,1ele,16.0,6.0,2.0,0.0,6.0,16.0,4.0,2.0,3.0,-9.342721061287566,-0.7029344827586204,29.352968965517242
502.27261007600015,5.0,4.0,2.46457,141.13029999999992,4158.0,1fpc,21.0,4.0,1.0,2.0,6.0,21.0,8.0,6.0,5.0,-9.541912625367326,-0.5423820512820511,33.81618205128205
475.133060788,3.0,3.0,3.4384000000000015,105.81010000000002,3600.0,1eld,18.0,3.0,2.0,0.0,6.0,17.0,6.0,4.0,3.0,-9.131569494475837,-0.6303749999999999,29.440053125
168.07840639008998,1.0,3.0,-0.22179999999999994,38.17519999999998,123.0,1lcp,11.0,3.0,0.0,0.0,2.0,9.0,9.0,5.0,0.0,-9.048830424589744,-0.6310999999999997,29.191074999999994
155.98237451,3.0,3.0,-0.8197000000000001,25.631899999999995,98.0,1pdz,6.0,11.0,3.0,0.0,4.0,3.0,9.0,4.0,5.0,-5.042178369318413,-1.0753954545454538,31.78692727272728
606.2882430760001,3.0,2.0,7.375200000000007,184.25959999999952,7167.0,1hvr,26.0,7.0,0.0,0.0,2.0,29.0,12.0,6.0,0.0,-12.961513700522017,-0.5674347826086954,27.46909565217391
339.15042927999997,4.0,3.0,2.3992000000000004,93.06250000000006,1318.0,1atl,19.0,8.0,4.0,0.0,2.0,17.0,4.0,3.0,7.0,-8.565906719019596,-0.36533103448275844,32.693486206896544
170.993273542,4.0,4.0,-1.3989,27.9253,134.0,1tpw,14.0,3.0,2.0,0.0,2.0,12.0,5.0,3.0,2.0,-4.499734256048913,-0.6481821428571426,26.585642857142858
505.2246568399999,7.0,3.0,2.4028,133.23270000000008,3813.0,1hpv,29.0,7.0,0.0,0.0,1.0,26.0,11.0,5.0,0.0,-12.570582144741742,-0.5854978723404253,28.68672765957446
246.085186168,6.0,5.0,-2.7172999999999994,53.27790000000003,496.0,1ctu,24.0,3.0,3.0,0.0,2.0,17.0,7.0,5.0,3.0,-16.249630139007678,-0.6084054054054052,32.40698648648649
715.2036772860002,12.0,9.0,-0.3131999999999959,174.1230999999998,11002.0,1gar,27.0,12.0,8.0,0.0,2.0,21.0,9.0,7.0,6.0,-13.63130375052475,-0.6221866666666662,31.381677777777778
120.06874825599999,1.0,2.0,0.9706700000000001,37.4581,121.0,1bty,18.0,2.0,2.0,0.0,4.0,16.0,4.0,4.0,4.0,-6.454670656862806,-0.6784615384615382,28.96336538461538
838.4265274359999,8.0,8.0,3.0253000000000076,231.61249999999944,18934.0,1fiv,30.0,10.0,4.0,0.0,0.0,31.0,13.0,7.0,4.0,-8.976249849911083,-0.5212396551724134,30.925475862068957
521.27340209209,3.0,3.0,4.519700000000003,135.94149999999993,4606.0,1bma,22.0,3.0,3.0,0.0,6.0,22.0,7.0,4.0,3.0,-6.2499890998061325,-0.6819333333333331,29.891802564102562
230.090271548,5.0,4.0,-2.0356999999999994,52.13810000000003,414.0,1ctt,20.0,2.0,2.0,0.0,2.0,17.0,7.0,5.0,2.0,-6.165273400370855,-0.6050540540540538,32.02406756756757
587.40357263618,5.0,5.0,0.03850000000000908,162.0028999999997,6538.0,1hbv,23.0,7.0,0.0,0.0,2.0,23.0,11.0,5.0,0.0,-8.678412531929212,-0.49654888888888865,28.36849777777777
794.447931576,8.0,6.0,3.6856000000000044,221.8903999999994,15471.0,1hvs,27.0,6.0,0.0,0.0,2.0,25.0,12.0,6.0,0.0,-14.041646881416236,-0.5243890909090907,28.86618363636363
574.3962961840899,5.0,6.0,0.892600000000005,158.3832999999998,5836.0,1hii,27.0,6.0,0.0,0.0,2.0,26.0,12.0,6.0,0.0,-9.91776056264942,-0.6400372549019605,28.371129411764702
132.10190510809,1.0,2.0,-0.27240000000000025,33.76689999999999,96.0,1lan,11.0,2.0,0.0,0.0,2.0,8.0,9.0,5.0,0.0,-9.84432139463679,-0.677860869565217,28.935634782608695
808.3081134080902,23.0,17.0,-11.766500000000022,169.15819999999988,14124.0,1ppi,19.0,13.0,7.0,2.0,2.0,16.0,12.0,9.0,11.0,-6.833683726093323,-0.4475187499999998,32.40274374999999
574.3962961840899,5.0,6.0,0.892600000000005,158.3832999999998,5836.0,1hih,25.0,6.0,0.0,0.0,2.0,25.0,11.0,5.0,0.0,-10.967416425689233,-0.5509808510638295,28.784208510638287
307.0569364179999,8.0,4.0,-1.4168000000000007,65.43930000000002,859.0,1nja,13.0,17.0,3.0,0.0,3.0,8.0,4.0,4.0,7.0,-8.601085383938308,-0.5095781249999998,35.01129375
303.05078841799997,5.0,2.0,2.413899999999999,69.90350000000004,981.0,1gaf,10.0,8.0,1.0,2.0,6.0,10.0,0.0,6.0,8.0,-10.9050430004198,-0.054633333333333395,39.08711111111111
308.04095200599994,7.0,4.0,-1.7057,63.85260000000003,859.0,1tsy,11.0,14.0,4.0,0.0,4.0,10.0,5.0,5.0,7.0,-6.759228248818214,-0.5289466666666663,35.08466333333333
443.0243295600001,12.0,7.0,-2.4527,87.39109999999998,2115.0,1dar,16.0,2.0,1.0,0.0,3.0,16.0,5.0,3.0,0.0,-6.759228248818214,-0.7479999999999997,29.893137499999995
674.220038558,9.0,9.0,-0.4799999999999957,157.0452999999999,8549.0,1lkk,16.0,16.0,1.0,0.0,7.0,15.0,3.0,4.0,4.0,-9.342721061287566,-0.6371299999999995,34.064746666666665
618.157438302,9.0,9.0,-1.8946999999999954,138.66930000000008,6791.0,1lkl,16.0,16.0,1.0,0.0,7.0,14.0,1.0,3.0,4.0,-7.923167059790932,-0.6631629629629624,34.12497037037036
307.0569364179999,8.0,4.0,-1.4168000000000007,65.43930000000002,859.0,1nje,12.0,17.0,4.0,0.0,4.0,10.0,6.0,5.0,6.0,-5.174279351696424,-0.6221612903225803,33.6561870967742
739.3071576400001,12.0,11.0,-5.676100000000011,179.3221999999998,10991.0,1str,12.0,3.0,3.0,4.0,7.0,11.0,4.0,5.0,3.0,-6.50151995063357,-0.6371147058823526,32.336176470588235
158.11755517209,1.0,2.0,0.11930000000000046,40.83889999999999,162.0,1ceb,6.0,6.0,0.0,1.0,3.0,3.0,5.0,6.0,3.0,-8.17878225031485,-0.46303529411764693,38.63254705882353
308.04095200599994,7.0,4.0,-1.7057,63.85260000000003,859.0,1njd,12.0,17.0,3.0,0.0,4.0,11.0,6.0,5.0,7.0,-7.590777200692762,-0.5448166666666663,35.266223333333336
307.0569364179999,8.0,4.0,-1.4168000000000007,65.43930000000002,859.0,1njc,13.0,17.0,3.0,0.0,3.0,11.0,7.0,5.0,6.0,-7.569247555343605,-0.5418647058823527,34.61445294117647
